,year,pop,lifeExp,gdpPercap,country,continent
907,1987,3799845.0,66.234,11770.5898,Libya,Africa
908,1992,4364501.0,68.755,9640.138501,Libya,Africa
909,1997,4759670.0,71.555,9467.446056,Libya,Africa
910,2002,5368585.0,72.737,9534.677467,Libya,Africa
911,2007,6036914.0,73.952,12057.49928,Libya,Africa
912,1952,4762912.0,36.681,1443.011715,Madagascar,Africa
913,1957,5181679.0,38.865,1589.20275,Madagascar,Africa
914,1962,5703324.0,40.848,1643.38711,Madagascar,Africa
915,1967,6334556.0,42.881,1634.047282,Madagascar,Africa
916,1972,7082430.0,44.851,1748.562982,Madagascar,Africa
917,1977,8007166.0,46.881,1544.228586,Madagascar,Africa
918,1982,9171477.0,48.969,1302.878658,Madagascar,Africa
919,1987,10568642.0,49.35,1155.441948,Madagascar,Africa
920,1992,12210395.0,52.214,1040.67619,Madagascar,Africa
921,1997,14165114.0,54.978,986.2958956,Madagascar,Africa
922,2002,16473477.0,57.286,894.6370822,Madagascar,Africa
923,2007,19167654.0,59.443,1044.770126,Madagascar,Africa
924,1952,2917802.0,36.256,369.1650802,Malawi,Africa
925,1957,3221238.0,37.207,416.3698064,Malawi,Africa
926,1962,3628608.0,38.41,427.9010856,Malawi,Africa
927,1967,4147252.0,39.487,495.5147806,Malawi,Africa
928,1972,4730997.0,41.766,584.6219709,Malawi,Africa
929,1977,5637246.0,43.767,663.2236766,Malawi,Africa
930,1982,6502825.0,45.642,632.8039209,Malawi,Africa
931,1987,7824747.0,47.457,635.5173634,Malawi,Africa
932,1992,10014249.0,49.42,563.2000145,Malawi,Africa
933,1997,10419991.0,47.495,692.2758103,Malawi,Africa
934,2002,11824495.0,45.009,665.4231186,Malawi,Africa
935,2007,13327079.0,48.303,759.3499101,Malawi,Africa
936,1952,6748378.0,48.463,1831.132894,Malaysia,Asia
937,1957,7739235.0,52.102,1810.066992,Malaysia,Asia
938,1962,8906385.0,55.737,2036.884944,Malaysia,Asia
939,1967,10154878.0,59.371,2277.742396,Malaysia,Asia
940,1972,11441462.0,63.01,2849.09478,Malaysia,Asia
941,1977,12845381.0,65.256,3827.921571,Malaysia,Asia
942,1982,14441916.0,68.0,4920.355951,Malaysia,Asia
943,1987,16331785.0,69.5,5249.802653,Malaysia,Asia
944,1992,18319502.0,70.693,7277.912802,Malaysia,Asia
945,1997,20476091.0,71.938,10132.90964,Malaysia,Asia
946,2002,22662365.0,73.044,10206.97794,Malaysia,Asia
947,2007,24821286.0,74.241,12451.6558,Malaysia,Asia
948,1952,3838168.0,33.685,452.3369807,Mali,Africa
949,1957,4241884.0,35.307,490.3821867,Mali,Africa
950,1962,4690372.0,36.936,496.1743428,Mali,Africa
951,1967,5212416.0,38.487,545.0098873,Mali,Africa
952,1972,5828158.0,39.977,581.3688761,Mali,Africa
953,1977,6491649.0,41.714,686.3952693,Mali,Africa
954,1982,6998256.0,43.916,618.0140641,Mali,Africa
955,1987,7634008.0,46.364,684.1715576,Mali,Africa
956,1992,8416215.0,48.388,739.014375,Mali,Africa
957,1997,9384984.0,49.903,790.2579846,Mali,Africa
958,2002,10580176.0,51.818,951.4097518,Mali,Africa
959,2007,12031795.0,54.467,1042.581557,Mali,Africa
960,1952,1022556.0,40.543,743.1159097,Mauritania,Africa
961,1957,1076852.0,42.338,846.1202613,Mauritania,Africa
962,1962,1146757.0,44.248,1055.896036,Mauritania,Africa
963,1967,1230542.0,46.289,1421.145193,Mauritania,Africa
964,1972,1332786.0,48.437,1586.851781,Mauritania,Africa
965,1977,1456688.0,50.852,1497.492223,Mauritania,Africa
966,1982,1622136.0,53.599,1481.150189,Mauritania,Africa
967,1987,1841240.0,56.145,1421.603576,Mauritania,Africa
968,1992,2119465.0,58.333,1361.369784,Mauritania,Africa
969,1997,2444741.0,60.43,1483.136136,Mauritania,Africa
970,2002,2828858.0,62.247,1579.019543,Mauritania,Africa
971,2007,3270065.0,64.164,1803.151496,Mauritania,Africa
972,1952,516556.0,50.986,1967.955707,Mauritius,Africa
973,1957,609816.0,58.089,2034.037981,Mauritius,Africa
974,1962,701016.0,60.246,2529.067487,Mauritius,Africa
975,1967,789309.0,61.557,2475.387562,Mauritius,Africa
976,1972,851334.0,62.944,2575.484158,Mauritius,Africa
977,1977,913025.0,64.93,3710.982963,Mauritius,Africa
978,1982,992040.0,66.711,3688.037739,Mauritius,Africa
979,1987,1042663.0,68.74,4783.586903,Mauritius,Africa
980,1992,1096202.0,69.745,6058.253846,Mauritius,Africa
981,1997,1149818.0,70.736,7425.705295,Mauritius,Africa
982,2002,1200206.0,71.954,9021.815894,Mauritius,Africa
983,2007,1250882.0,72.801,10956.99112,Mauritius,Africa
984,1952,30144317.0,50.789,3478.125529,Mexico,Americas
985,1957,35015548.0,55.19,4131.546641,Mexico,Americas
986,1962,41121485.0,58.299,4581.609385,Mexico,Americas
987,1967,47995559.0,60.11,5754.733883,Mexico,Americas
988,1972,55984294.0,62.361,6809.40669,Mexico,Americas
989,1977,63759976.0,65.032,7674.929108,Mexico,Americas
990,1982,71640904.0,67.405,9611.147541,Mexico,Americas
991,1987,80122492.0,69.498,8688.156003,Mexico,Americas
992,1992,88111030.0,71.455,9472.384295,Mexico,Americas
993,1997,95895146.0,73.67,9767.29753,Mexico,Americas
994,2002,102479927.0,74.902,10742.44053,Mexico,Americas
995,2007,108700891.0,76.195,11977.57496,Mexico,Americas
996,1952,800663.0,42.244,786.5668575,Mongolia,Asia
997,1957,882134.0,45.248,912.6626085,Mongolia,Asia
998,1962,1010280.0,48.251,1056.353958,Mongolia,Asia
999,1967,1149500.0,51.253,1226.04113,Mongolia,Asia
1000,1972,1320500.0,53.754,1421.741975,Mongolia,Asia
1001,1977,1528000.0,55.491,1647.511665,Mongolia,Asia
1002,1982,1756032.0,57.489,2000.603139,Mongolia,Asia
1003,1987,2015133.0,60.222,2338.008304,Mongolia,Asia
1004,1992,2312802.0,61.271,1785.402016,Mongolia,Asia
1005,1997,2494803.0,63.625,1902.2521,Mongolia,Asia
1006,2002,2674234.0,65.033,2140.739323,Mongolia,Asia
1007,2007,2874127.0,66.803,3095.772271,Mongolia,Asia
1008,1952,413834.0,59.164,2647.585601,Montenegro,Europe
1009,1957,442829.0,61.448,3682.259903,Montenegro,Europe
1010,1962,474528.0,63.728,4649.593785,Montenegro,Europe
1011,1967,501035.0,67.178,5907.850937,Montenegro,Europe
1012,1972,527678.0,70.636,7778.414017,Montenegro,Europe
1013,1977,560073.0,73.066,9595.929905,Montenegro,Europe
1014,1982,562548.0,74.101,11222.58762,Montenegro,Europe
1015,1987,569473.0,74.865,11732.51017,Montenegro,Europe
1016,1992,621621.0,75.435,7003.339037,Montenegro,Europe
1017,1997,692651.0,75.445,6465.613349,Montenegro,Europe
1018,2002,720230.0,73.981,6557.194282,Montenegro,Europe
1019,2007,684736.0,74.543,9253.896111,Montenegro,Europe
1020,1952,9939217.0,42.873,1688.20357,Morocco,Africa
1021,1957,11406350.0,45.423,1642.002314,Morocco,Africa
1022,1962,13056604.0,47.924,1566.353493,Morocco,Africa
1023,1967,14770296.0,50.335,1711.04477,Morocco,Africa
1024,1972,16660670.0,52.862,1930.194975,Morocco,Africa
1025,1977,18396941.0,55.73,2370.619976,Morocco,Africa
1026,1982,20198730.0,59.65,2702.620356,Morocco,Africa
1027,1987,22987397.0,62.677,2755.046991,Morocco,Africa
1028,1992,25798239.0,65.393,2948.047252,Morocco,Africa
1029,1997,28529501.0,67.66,2982.101858,Morocco,Africa
1030,2002,31167783.0,69.615,3258.495584,Morocco,Africa
1031,2007,33757175.0,71.164,3820.17523,Morocco,Africa
1032,1952,6446316.0,31.286,468.5260381,Mozambique,Africa
1033,1957,7038035.0,33.779,495.5868333,Mozambique,Africa
1034,1962,7788944.0,36.161,556.6863539,Mozambique,Africa
1035,1967,8680909.0,38.113,566.6691539,Mozambique,Africa
1036,1972,9809596.0,40.328,724.9178037,Mozambique,Africa
1037,1977,11127868.0,42.495,502.3197334,Mozambique,Africa
1038,1982,12587223.0,42.795,462.2114149,Mozambique,Africa
1039,1987,12891952.0,42.861,389.8761846,Mozambique,Africa
1040,1992,13160731.0,44.284,410.8968239,Mozambique,Africa
1041,1997,16603334.0,46.344,472.3460771,Mozambique,Africa
1042,2002,18473780.0,44.026,633.6179466,Mozambique,Africa
1043,2007,19951656.0,42.082,823.6856205,Mozambique,Africa
1044,1952,20092996.0,36.319,331.0,Myanmar,Asia
1045,1957,21731844.0,41.905,350.0,Myanmar,Asia
1046,1962,23634436.0,45.108,388.0,Myanmar,Asia
1047,1967,25870271.0,49.379,349.0,Myanmar,Asia
1048,1972,28466390.0,53.07,357.0,Myanmar,Asia
1049,1977,31528087.0,56.059,371.0,Myanmar,Asia
1050,1982,34680442.0,58.056,424.0,Myanmar,Asia
1051,1987,38028578.0,58.339,385.0,Myanmar,Asia
1052,1992,40546538.0,59.32,347.0,Myanmar,Asia
1053,1997,43247867.0,60.328,415.0,Myanmar,Asia
1054,2002,45598081.0,59.908,611.0,Myanmar,Asia
1055,2007,47761980.0,62.069,944.0,Myanmar,Asia
1056,1952,485831.0,41.725,2423.780443,Namibia,Africa
1057,1957,548080.0,45.226,2621.448058,Namibia,Africa
1058,1962,621392.0,48.386,3173.215595,Namibia,Africa
1059,1967,706640.0,51.159,3793.694753,Namibia,Africa
1060,1972,821782.0,53.867,3746.080948,Namibia,Africa
1061,1977,977026.0,56.437,3876.485958,Namibia,Africa
1062,1982,1099010.0,58.968,4191.100511,Namibia,Africa
1063,1987,1278184.0,60.835,3693.731337,Namibia,Africa
1064,1992,1554253.0,61.999,3804.537999,Namibia,Africa
1065,1997,1774766.0,58.909,3899.52426,Namibia,Africa
1066,2002,1972153.0,51.479,4072.324751,Namibia,Africa
1067,2007,2055080.0,52.906,4811.060429,Namibia,Africa
1068,1952,9182536.0,36.157,545.8657229,Nepal,Asia
1069,1957,9682338.0,37.686,597.9363558,Nepal,Asia
1070,1962,10332057.0,39.393,652.3968593,Nepal,Asia
1071,1967,11261690.0,41.472,676.4422254,Nepal,Asia
1072,1972,12412593.0,43.971,674.7881296,Nepal,Asia
1073,1977,13933198.0,46.748,694.1124398,Nepal,Asia
1074,1982,15796314.0,49.594,718.3730947,Nepal,Asia
1075,1987,17917180.0,52.537,775.6324501,Nepal,Asia
1076,1992,20326209.0,55.727,897.7403604,Nepal,Asia
1077,1997,23001113.0,59.426,1010.892138,Nepal,Asia
1078,2002,25873917.0,61.34,1057.206311,Nepal,Asia
1079,2007,28901790.0,63.785,1091.359778,Nepal,Asia
1080,1952,10381988.0,72.13,8941.571858,Netherlands,Europe
1081,1957,11026383.0,72.99,11276.19344,Netherlands,Europe
1082,1962,11805689.0,73.23,12790.84956,Netherlands,Europe
1083,1967,12596822.0,73.82,15363.25136,Netherlands,Europe
1084,1972,13329874.0,73.75,18794.74567,Netherlands,Europe
1085,1977,13852989.0,75.24,21209.0592,Netherlands,Europe
1086,1982,14310401.0,76.05,21399.46046,Netherlands,Europe
1087,1987,14665278.0,76.83,23651.32361,Netherlands,Europe
1088,1992,15174244.0,77.42,26790.94961,Netherlands,Europe
1089,1997,15604464.0,78.03,30246.13063,Netherlands,Europe
1090,2002,16122830.0,78.53,33724.75778,Netherlands,Europe
1091,2007,16570613.0,79.762,36797.93332,Netherlands,Europe
1092,1952,1994794.0,69.39,10556.57566,New Zealand,Oceania
1093,1957,2229407.0,70.26,12247.39532,New Zealand,Oceania
1094,1962,2488550.0,71.24,13175.678,New Zealand,Oceania
1095,1967,2728150.0,71.52,14463.91893,New Zealand,Oceania
1096,1972,2929100.0,71.89,16046.03728,New Zealand,Oceania
1097,1977,3164900.0,72.22,16233.7177,New Zealand,Oceania
1098,1982,3210650.0,73.84,17632.4104,New Zealand,Oceania
1099,1987,3317166.0,74.32,19007.19129,New Zealand,Oceania
1100,1992,3437674.0,76.33,18363.32494,New Zealand,Oceania
1101,1997,3676187.0,77.55,21050.41377,New Zealand,Oceania
1102,2002,3908037.0,79.11,23189.80135,New Zealand,Oceania
1103,2007,4115771.0,80.204,25185.00911,New Zealand,Oceania
1104,1952,1165790.0,42.314,3112.363948,Nicaragua,Americas
1105,1957,1358828.0,45.432,3457.415947,Nicaragua,Americas
1106,1962,1590597.0,48.632,3634.364406,Nicaragua,Americas
1107,1967,1865490.0,51.884,4643.393534,Nicaragua,Americas
1108,1972,2182908.0,55.151,4688.593267,Nicaragua,Americas
1109,1977,2554598.0,57.47,5486.371089,Nicaragua,Americas
1110,1982,2979423.0,59.298,3470.338156,Nicaragua,Americas
1111,1987,3344353.0,62.008,2955.984375,Nicaragua,Americas
1112,1992,4017939.0,65.843,2170.151724,Nicaragua,Americas
1113,1997,4609572.0,68.426,2253.023004,Nicaragua,Americas
1114,2002,5146848.0,70.836,2474.548819,Nicaragua,Americas
1115,2007,5675356.0,72.899,2749.320965,Nicaragua,Americas
1116,1952,3379468.0,37.444,761.879376,Niger,Africa
1117,1957,3692184.0,38.598,835.5234025,Niger,Africa
1118,1962,4076008.0,39.487,997.7661127,Niger,Africa
1119,1967,4534062.0,40.118,1054.384891,Niger,Africa
1120,1972,5060262.0,40.546,954.2092363,Niger,Africa
1121,1977,5682086.0,41.291,808.8970728,Niger,Africa
1122,1982,6437188.0,42.598,909.7221354,Niger,Africa
1123,1987,7332638.0,44.555,668.3000228,Niger,Africa
1124,1992,8392818.0,47.391,581.182725,Niger,Africa
1125,1997,9666252.0,51.313,580.3052092,Niger,Africa
1126,2002,11140655.0,54.496,601.0745012,Niger,Africa
1127,2007,12894865.0,56.867,619.6768924,Niger,Africa
1128,1952,33119096.0,36.324,1077.281856,Nigeria,Africa
1129,1957,37173340.0,37.802,1100.592563,Nigeria,Africa
1130,1962,41871351.0,39.36,1150.927478,Nigeria,Africa
1131,1967,47287752.0,41.04,1014.514104,Nigeria,Africa
1132,1972,53740085.0,42.821,1698.388838,Nigeria,Africa
1133,1977,62209173.0,44.514,1981.951806,Nigeria,Africa
1134,1982,73039376.0,45.826,1576.97375,Nigeria,Africa
1135,1987,81551520.0,46.886,1385.029563,Nigeria,Africa
1136,1992,93364244.0,47.472,1619.848217,Nigeria,Africa
1137,1997,106207839.0,47.464,1624.941275,Nigeria,Africa
1138,2002,119901274.0,46.608,1615.286395,Nigeria,Africa
1139,2007,135031164.0,46.859,2013.977305,Nigeria,Africa
1140,1952,3327728.0,72.67,10095.42172,Norway,Europe
1141,1957,3491938.0,73.44,11653.97304,Norway,Europe
1142,1962,3638919.0,73.47,13450.40151,Norway,Europe
1143,1967,3786019.0,74.08,16361.87647,Norway,Europe
1144,1972,3933004.0,74.34,18965.05551,Norway,Europe
1145,1977,4043205.0,75.37,23311.34939,Norway,Europe
1146,1982,4114787.0,75.97,26298.63531,Norway,Europe
1147,1987,4186147.0,75.89,31540.9748,Norway,Europe
1148,1992,4286357.0,77.32,33965.66115,Norway,Europe
1149,1997,4405672.0,78.32,41283.16433,Norway,Europe
1150,2002,4535591.0,79.05,44683.97525,Norway,Europe
1151,2007,4627926.0,80.196,49357.19017,Norway,Europe
1152,1952,507833.0,37.578,1828.230307,Oman,Asia
1153,1957,561977.0,40.08,2242.746551,Oman,Asia
1154,1962,628164.0,43.165,2924.638113,Oman,Asia
1155,1967,714775.0,46.988,4720.942687,Oman,Asia
1156,1972,829050.0,52.143,10618.03855,Oman,Asia
1157,1977,1004533.0,57.367,11848.34392,Oman,Asia
1158,1982,1301048.0,62.728,12954.79101,Oman,Asia
1159,1987,1593882.0,67.734,18115.22313,Oman,Asia
1160,1992,1915208.0,71.197,18616.70691,Oman,Asia
1161,1997,2283635.0,72.499,19702.05581,Oman,Asia
1162,2002,2713462.0,74.193,19774.83687,Oman,Asia
1163,2007,3204897.0,75.64,22316.19287,Oman,Asia
1164,1952,41346560.0,43.436,684.5971438,Pakistan,Asia
1165,1957,46679944.0,45.557,747.0835292,Pakistan,Asia
1166,1962,53100671.0,47.67,803.3427418,Pakistan,Asia
1167,1967,60641899.0,49.8,942.4082588,Pakistan,Asia
1168,1972,69325921.0,51.929,1049.938981,Pakistan,Asia
1169,1977,78152686.0,54.043,1175.921193,Pakistan,Asia
1170,1982,91462088.0,56.158,1443.429832,Pakistan,Asia
1171,1987,105186881.0,58.245,1704.686583,Pakistan,Asia
1172,1992,120065004.0,60.838,1971.829464,Pakistan,Asia
1173,1997,135564834.0,61.818,2049.350521,Pakistan,Asia
1174,2002,153403524.0,63.61,2092.712441,Pakistan,Asia
1175,2007,169270617.0,65.483,2605.94758,Pakistan,Asia
1176,1952,940080.0,55.191,2480.380334,Panama,Americas
1177,1957,1063506.0,59.201,2961.800905,Panama,Americas
1178,1962,1215725.0,61.817,3536.540301,Panama,Americas
1179,1967,1405486.0,64.071,4421.009084,Panama,Americas
1180,1972,1616384.0,66.216,5364.249663,Panama,Americas
1181,1977,1839782.0,68.681,5351.912144,Panama,Americas
1182,1982,2036305.0,70.472,7009.601598,Panama,Americas
1183,1987,2253639.0,71.523,7034.779161,Panama,Americas
1184,1992,2484997.0,72.462,6618.74305,Panama,Americas
1185,1997,2734531.0,73.738,7113.692252,Panama,Americas
1186,2002,2990875.0,74.712,7356.031934,Panama,Americas
1187,2007,3242173.0,75.537,9809.185636,Panama,Americas
1188,1952,1555876.0,62.649,1952.308701,Paraguay,Americas
1189,1957,1770902.0,63.196,2046.154706,Paraguay,Americas
1190,1962,2009813.0,64.361,2148.027146,Paraguay,Americas
1191,1967,2287985.0,64.951,2299.376311,Paraguay,Americas
1192,1972,2614104.0,65.815,2523.337977,Paraguay,Americas
1193,1977,2984494.0,66.353,3248.373311,Paraguay,Americas
1194,1982,3366439.0,66.874,4258.503604,Paraguay,Americas
1195,1987,3886512.0,67.378,3998.875695,Paraguay,Americas
1196,1992,4483945.0,68.225,4196.411078,Paraguay,Americas
1197,1997,5154123.0,69.4,4247.400261,Paraguay,Americas
1198,2002,5884491.0,70.755,3783.674243,Paraguay,Americas
1199,2007,6667147.0,71.752,4172.838464,Paraguay,Americas
1200,1952,8025700.0,43.902,3758.523437,Peru,Americas
1201,1957,9146100.0,46.263,4245.256698,Peru,Americas
1202,1962,10516500.0,49.096,4957.037982,Peru,Americas
1203,1967,12132200.0,51.445,5788.09333,Peru,Americas
1204,1972,13954700.0,55.448,5937.827283,Peru,Americas
1205,1977,15990099.0,58.447,6281.290855,Peru,Americas
1206,1982,18125129.0,61.406,6434.501797,Peru,Americas
1207,1987,20195924.0,64.134,6360.943444,Peru,Americas
1208,1992,22430449.0,66.458,4446.380924,Peru,Americas
1209,1997,24748122.0,68.386,5838.347657,Peru,Americas
1210,2002,26769436.0,69.906,5909.020073,Peru,Americas
1211,2007,28674757.0,71.421,7408.905561,Peru,Americas
1212,1952,22438691.0,47.752,1272.880995,Philippines,Asia
1213,1957,26072194.0,51.334,1547.944844,Philippines,Asia
1214,1962,30325264.0,54.757,1649.552153,Philippines,Asia
1215,1967,35356600.0,56.393,1814.12743,Philippines,Asia
1216,1972,40850141.0,58.065,1989.37407,Philippines,Asia
1217,1977,46850962.0,60.06,2373.204287,Philippines,Asia
1218,1982,53456774.0,62.082,2603.273765,Philippines,Asia
1219,1987,60017788.0,64.151,2189.634995,Philippines,Asia
1220,1992,67185766.0,66.458,2279.324017,Philippines,Asia
1221,1997,75012988.0,68.564,2536.534925,Philippines,Asia
1222,2002,82995088.0,70.303,2650.921068,Philippines,Asia
1223,2007,91077287.0,71.688,3190.481016,Philippines,Asia
1224,1952,25730551.0,61.31,4029.329699,Poland,Europe
1225,1957,28235346.0,65.77,4734.253019,Poland,Europe
1226,1962,30329617.0,67.64,5338.752143,Poland,Europe
1227,1967,31785378.0,69.61,6557.152776,Poland,Europe
1228,1972,33039545.0,70.85,8006.506993,Poland,Europe
1229,1977,34621254.0,70.67,9508.141454,Poland,Europe
1230,1982,36227381.0,71.32,8451.531004,Poland,Europe
1231,1987,37740710.0,70.98,9082.351172,Poland,Europe
1232,1992,38370697.0,70.99,7738.881247,Poland,Europe
1233,1997,38654957.0,72.75,10159.58368,Poland,Europe
1234,2002,38625976.0,74.67,12002.23908,Poland,Europe
1235,2007,38518241.0,75.563,15389.92468,Poland,Europe
1236,1952,8526050.0,59.82,3068.319867,Portugal,Europe
1237,1957,8817650.0,61.51,3774.571743,Portugal,Europe
1238,1962,9019800.0,64.39,4727.954889,Portugal,Europe
1239,1967,9103000.0,66.6,6361.517993,Portugal,Europe
1240,1972,8970450.0,69.26,9022.247417,Portugal,Europe
1241,1977,9662600.0,70.41,10172.48572,Portugal,Europe
1242,1982,9859650.0,72.77,11753.84291,Portugal,Europe
1243,1987,9915289.0,74.06,13039.30876,Portugal,Europe
1244,1992,9927680.0,74.86,16207.26663,Portugal,Europe
1245,1997,10156415.0,75.97,17641.03156,Portugal,Europe
1246,2002,10433867.0,77.29,19970.90787,Portugal,Europe
1247,2007,10642836.0,78.098,20509.64777,Portugal,Europe
1248,1952,2227000.0,64.28,3081.959785,Puerto Rico,Americas
1249,1957,2260000.0,68.54,3907.156189,Puerto Rico,Americas
1250,1962,2448046.0,69.62,5108.34463,Puerto Rico,Americas
1251,1967,2648961.0,71.1,6929.277714,Puerto Rico,Americas
1252,1972,2847132.0,72.16,9123.041742,Puerto Rico,Americas
1253,1977,3080828.0,73.44,9770.524921,Puerto Rico,Americas
1254,1982,3279001.0,73.75,10330.98915,Puerto Rico,Americas
1255,1987,3444468.0,74.63,12281.34191,Puerto Rico,Americas
1256,1992,3585176.0,73.911,14641.58711,Puerto Rico,Americas
1257,1997,3759430.0,74.917,16999.4333,Puerto Rico,Americas
1258,2002,3859606.0,77.778,18855.60618,Puerto Rico,Americas
1259,2007,3942491.0,78.746,19328.70901,Puerto Rico,Americas
1260,1952,257700.0,52.724,2718.885295,Reunion,Africa
1261,1957,308700.0,55.09,2769.451844,Reunion,Africa
1262,1962,358900.0,57.666,3173.72334,Reunion,Africa
1263,1967,414024.0,60.542,4021.175739,Reunion,Africa
1264,1972,461633.0,64.274,5047.658563,Reunion,Africa
1265,1977,492095.0,67.064,4319.804067,Reunion,Africa
1266,1982,517810.0,69.885,5267.219353,Reunion,Africa
1267,1987,562035.0,71.913,5303.377488,Reunion,Africa
1268,1992,622191.0,73.615,6101.255823,Reunion,Africa
1269,1997,684810.0,74.772,6071.941411,Reunion,Africa
1270,2002,743981.0,75.744,6316.1652,Reunion,Africa
1271,2007,798094.0,76.442,7670.122558,Reunion,Africa
1272,1952,16630000.0,61.05,3144.613186,Romania,Europe
1273,1957,17829327.0,64.1,3943.370225,Romania,Europe
1274,1962,18680721.0,66.8,4734.997586,Romania,Europe
1275,1967,19284814.0,66.8,6470.866545,Romania,Europe
1276,1972,20662648.0,69.21,8011.414402,Romania,Europe
1277,1977,21658597.0,69.46,9356.39724,Romania,Europe
1278,1982,22356726.0,69.66,9605.314053,Romania,Europe
1279,1987,22686371.0,69.53,9696.273295,Romania,Europe
1280,1992,22797027.0,69.36,6598.409903,Romania,Europe
1281,1997,22562458.0,69.72,7346.547557,Romania,Europe
1282,2002,22404337.0,71.322,7885.360081,Romania,Europe
1283,2007,22276056.0,72.476,10808.47561,Romania,Europe
1284,1952,2534927.0,40.0,493.3238752,Rwanda,Africa
1285,1957,2822082.0,41.5,540.2893983,Rwanda,Africa
1286,1962,3051242.0,43.0,597.4730727,Rwanda,Africa
1287,1967,3451079.0,44.1,510.9637142,Rwanda,Africa
1288,1972,3992121.0,44.6,590.5806638,Rwanda,Africa
1289,1977,4657072.0,45.0,670.0806011,Rwanda,Africa
1290,1982,5507565.0,46.218,881.5706467,Rwanda,Africa
1291,1987,6349365.0,44.02,847.991217,Rwanda,Africa
1292,1992,7290203.0,23.599,737.0685949,Rwanda,Africa
1293,1997,7212583.0,36.087,589.9445051,Rwanda,Africa
1294,2002,7852401.0,43.413,785.6537648,Rwanda,Africa
1295,2007,8860588.0,46.242,863.0884639,Rwanda,Africa
1296,1952,60011.0,46.471,879.5835855,Sao Tome and Principe,Africa
1297,1957,61325.0,48.945,860.7369026,Sao Tome and Principe,Africa
1298,1962,65345.0,51.893,1071.551119,Sao Tome and Principe,Africa
1299,1967,70787.0,54.425,1384.840593,Sao Tome and Principe,Africa
1300,1972,76595.0,56.48,1532.985254,Sao Tome and Principe,Africa
1301,1977,86796.0,58.55,1737.561657,Sao Tome and Principe,Africa
1302,1982,98593.0,60.351,1890.218117,Sao Tome and Principe,Africa
1303,1987,110812.0,61.728,1516.525457,Sao Tome and Principe,Africa
1304,1992,125911.0,62.742,1428.777814,Sao Tome and Principe,Africa
1305,1997,145608.0,63.306,1339.076036,Sao Tome and Principe,Africa
1306,2002,170372.0,64.337,1353.09239,Sao Tome and Principe,Africa
1307,2007,199579.0,65.528,1598.435089,Sao Tome and Principe,Africa
1308,1952,4005677.0,39.875,6459.554823,Saudi Arabia,Asia
1309,1957,4419650.0,42.868,8157.591248,Saudi Arabia,Asia
1310,1962,4943029.0,45.914,11626.41975,Saudi Arabia,Asia
1311,1967,5618198.0,49.901,16903.04886,Saudi Arabia,Asia
1312,1972,6472756.0,53.886,24837.42865,Saudi Arabia,Asia
1313,1977,8128505.0,58.69,34167.7626,Saudi Arabia,Asia
1314,1982,11254672.0,63.012,33693.17525,Saudi Arabia,Asia
1315,1987,14619745.0,66.295,21198.26136,Saudi Arabia,Asia
1316,1992,16945857.0,68.768,24841.61777,Saudi Arabia,Asia
1317,1997,21229759.0,70.533,20586.69019,Saudi Arabia,Asia
1318,2002,24501530.0,71.626,19014.54118,Saudi Arabia,Asia
1319,2007,27601038.0,72.777,21654.83194,Saudi Arabia,Asia
1320,1952,2755589.0,37.278,1450.356983,Senegal,Africa
1321,1957,3054547.0,39.329,1567.653006,Senegal,Africa
1322,1962,3430243.0,41.454,1654.988723,Senegal,Africa
1323,1967,3965841.0,43.563,1612.404632,Senegal,Africa
1324,1972,4588696.0,45.815,1597.712056,Senegal,Africa
1325,1977,5260855.0,48.879,1561.769116,Senegal,Africa
1326,1982,6147783.0,52.379,1518.479984,Senegal,Africa
1327,1987,7171347.0,55.769,1441.72072,Senegal,Africa
1328,1992,8307920.0,58.196,1367.899369,Senegal,Africa
1329,1997,9535314.0,60.187,1392.368347,Senegal,Africa
1330,2002,10870037.0,61.6,1519.635262,Senegal,Africa
1331,2007,12267493.0,63.062,1712.472136,Senegal,Africa
1332,1952,6860147.0,57.996,3581.459448,Serbia,Europe
1333,1957,7271135.0,61.685,4981.090891,Serbia,Europe
1334,1962,7616060.0,64.531,6289.629157,Serbia,Europe
1335,1967,7971222.0,66.914,7991.707066,Serbia,Europe
1336,1972,8313288.0,68.7,10522.06749,Serbia,Europe
1337,1977,8686367.0,70.3,12980.66956,Serbia,Europe
1338,1982,9032824.0,70.162,15181.0927,Serbia,Europe
1339,1987,9230783.0,71.218,15870.87851,Serbia,Europe
1340,1992,9826397.0,71.659,9325.068238,Serbia,Europe
1341,1997,10336594.0,72.232,7914.320304,Serbia,Europe
1342,2002,10111559.0,73.213,7236.075251,Serbia,Europe
1343,2007,10150265.0,74.002,9786.534714,Serbia,Europe
1344,1952,2143249.0,30.331,879.7877358,Sierra Leone,Africa
1345,1957,2295678.0,31.57,1004.484437,Sierra Leone,Africa
1346,1962,2467895.0,32.767,1116.639877,Sierra Leone,Africa
1347,1967,2662190.0,34.113,1206.043465,Sierra Leone,Africa
1348,1972,2879013.0,35.4,1353.759762,Sierra Leone,Africa
1349,1977,3140897.0,36.788,1348.285159,Sierra Leone,Africa
1350,1982,3464522.0,38.445,1465.010784,Sierra Leone,Africa
1351,1987,3868905.0,40.006,1294.447788,Sierra Leone,Africa
1352,1992,4260884.0,38.333,1068.696278,Sierra Leone,Africa
1353,1997,4578212.0,39.897,574.6481576,Sierra Leone,Africa
